,support,itemsets
76,0.0002258253356119089,frozenset({22118})
77,0.0015319418428218338,frozenset({5991})
78,0.000729733109291375,frozenset({1312})
79,0.0005287921081821558,frozenset({30156})
80,0.006703839715024602,frozenset({43763})
81,0.0014532451349570776,frozenset({37208})
82,0.0013925895696067715,frozenset({34329})
83,0.000930052002038027,frozenset({30591})
84,0.0005191494285623635,frozenset({15217})
85,0.0005175941576559455,frozenset({37878})
86,0.00030763258528950123,frozenset({29465})
87,0.00026035234973439085,frozenset({38042})
88,0.013354800219230988,frozenset({33192})
89,0.011132940202322082,frozenset({195})
90,0.006125278937837066,frozenset({41282})
91,0.0022293253172597123,frozenset({36080})
92,0.0012131113070061221,frozenset({25947})
93,0.0010168361186161572,frozenset({3797})
94,0.0008625532446994812,frozenset({25778})
95,0.0005997124615148214,frozenset({23016})
96,0.00038695140151682463,frozenset({35413})
97,0.00030358888093281414,frozenset({27402})
98,0.00021804898107981836,frozenset({44626})
99,0.042895926869917764,frozenset({27839})
100,0.02481248098681317,frozenset({45057})
101,0.010229638859874447,frozenset({20991})
102,0.008225205715682792,frozenset({39467})
103,0.0032542488445892435,frozenset({2451})
104,0.0015300755177341321,frozenset({161})
105,0.0013030059653970888,frozenset({23028})
106,0.0007919439455480993,frozenset({20388})
107,0.0006277073378303473,frozenset({8571})
108,0.0006062445993217775,frozenset({41882})
109,0.0002463549115766279,frozenset({10092})
110,0.017446095865654456,frozenset({19656})
111,0.004110892059844336,frozenset({21191})
112,0.0012970959359527,frozenset({7457})
113,0.0006249078501987947,frozenset({32457})
114,0.0005306584332698575,frozenset({2995})
115,0.004197365122241183,frozenset({25461})
116,0.002927019845878874,frozenset({9751})
117,0.001447957213875256,frozenset({45428})
118,0.023604657600888868,frozenset({44623})
119,0.020928658479305876,frozenset({46968})
120,0.01692414694946054,frozenset({34963})
121,0.008667213707286818,frozenset({8017})
122,0.008271241734512769,frozenset({36005})
123,0.0076314032836123594,frozenset({5209})
124,0.006690464385229406,frozenset({7944})
125,0.006666202159089283,frozenset({46958})
126,0.005710332660004715,frozenset({35541})
127,0.005367862006411449,frozenset({48734})
128,0.004808275534282215,frozenset({28928})
129,0.003107120216842091,frozenset({4653})
130,0.0017322607355684857,frozenset({26643})
131,0.0016656951407737909,frozenset({23335})
132,0.0015913531914470054,frozenset({33273})
133,0.0013278902998997784,frozenset({17564})
134,0.001247638321128604,frozenset({38977})
135,0.0008662858948748846,frozenset({32012})
136,0.000811851413150251,frozenset({999})
137,0.0006995608537068638,frozenset({7304})
138,0.0005486995757843075,frozenset({45486})
139,0.0003259847819852349,frozenset({1056})
140,0.023918822323985324,frozenset({42257})
141,0.002026517991062791,frozenset({41532})
142,0.0016233917721192185,frozenset({33446})
143,0.001316692349373568,frozenset({42625})
144,0.0010165250644348736,frozenset({7415})
145,0.0005950466487955671,frozenset({35424})
146,0.0002983009598509926,frozenset({47474})
147,0.0002360901235942684,frozenset({5109})
148,0.0027904670602953647,frozenset({25713})
149,0.001997901006384698,frozenset({4146})
150,0.00029301303876917104,frozenset({33100})
151,0.00028990249695633484,frozenset({31472})
152,0.004779969603785405,frozenset({39985})
153,0.00394976599393942,frozenset({28987})
154,0.0022809603113527932,frozenset({17337})
155,0.002169602914453257,frozenset({40585})
156,0.0021139242160034886,frozenset({23337})
157,0.0017972710594567625,frozenset({41265})
158,0.0017838957296615668,frozenset({19064})
159,0.001225553474257467,frozenset({46930})
160,0.0011736074259831022,frozenset({31262})
161,0.0007004940162507146,frozenset({21406})
162,0.00048524452280244887,frozenset({22750})
163,0.02083627538746464,frozenset({8514})
164,0.00588079035134814,frozenset({26278})
165,0.005496949491644152,frozenset({25926})
166,0.00395318758993354,frozenset({29656})
167,0.0032897090212555763,frozenset({7965})
168,0.002722968302956819,frozenset({35157})
169,0.0013138928617420153,frozenset({18685})
170,0.0008109182506064001,frozenset({12032})
171,0.0005564759303163981,frozenset({8377})
172,0.00042458895745214274,frozenset({44944})
173,0.0003178973732718607,frozenset({13493})
174,0.0018439291866493056,frozenset({46165})
175,0.0011113965897263781,frozenset({40070})
176,0.0006046893284153594,frozenset({9061})
177,0.0021540502053890758,frozenset({48160})
178,0.0012653684094617705,frozenset({39038})
179,0.0010666047876215366,frozenset({48288})
180,0.0010544736745514754,frozenset({6380})
181,0.0009484041987337606,frozenset({31481})
182,0.0007085814249640888,frozenset({37442})
183,0.000675609681748025,frozenset({15921})
184,0.0005732728561057137,frozenset({22101})
185,0.000472802355551104,frozenset({14572})
186,0.0003838408597039884,frozenset({30314})
187,0.018008481825415243,frozenset({35945})
188,0.01564011528912175,frozenset({25885})
189,0.004425367837122077,frozenset({40537})
190,0.0017754972667669091,frozenset({46196})
191,0.019997362260542714,frozenset({41942})
192,0.01725853019434043,frozenset({21934})
193,0.010062913818706425,frozenset({40596})
194,0.009781098730463464,frozenset({24485})
195,0.008685876958163835,frozenset({28843})
196,0.00830234715264113,frozenset({42693})
197,0.005299741140710336,frozenset({21015})
198,0.005113419686121447,frozenset({13642})
199,0.004489444998466503,frozenset({49372})
200,0.0033133491390331315,frozenset({41580})
201,0.0032271871308175684,frozenset({18475})
202,0.0032047912297651477,frozenset({5370})
203,0.0023257521134576347,frozenset({26123})
204,0.0022579423019378052,frozenset({30436})
205,0.0020019447107413853,frozenset({19474})
206,0.0014467129971501215,frozenset({27446})
207,0.0010414093989375634,frozenset({10239})
208,0.0008588205945240778,frozenset({2446})
209,0.0007804349408406053,frozenset({3381})
210,0.0006217973083859585,frozenset({38218})
211,0.0005007972318666299,frozenset({8650})
212,0.0003620670670141349,frozenset({20634})
213,0.0002923909304066038,frozenset({15523})
214,0.047484598152213744,frozenset({47615})
215,0.015215215277488325,frozenset({22821})
216,0.00767184032717923,frozenset({18527})
217,0.005960731275938031,frozenset({35102})
218,0.004426612053847211,frozenset({24020})
219,0.00430281248969633,frozenset({31909})
220,0.0034956268892653336,frozenset({37213})
221,0.0034184854523069954,frozenset({27542})
222,0.003236518756256077,frozenset({12976})
223,0.0028330814831312207,frozenset({45495})
224,0.001953731312642424,frozenset({38536})
225,0.0017120422137850504,frozenset({25252})
226,0.0016613403822358201,frozenset({37281})
227,0.01792916300918792,frozenset({43344})
228,0.004906568655567839,frozenset({33762})
229,0.0044788691563028595,frozenset({8567})
230,0.0035783673014867768,frozenset({21382})
231,0.005505347954538809,frozenset({1157})
232,0.002771492755237064,frozenset({48548})
233,0.0007443526558117052,frozenset({42936})
234,0.035281631566276006,frozenset({22931})
235,0.025720759196161343,frozenset({4917})
236,0.002596369251174385,frozenset({29920})
237,0.0016044174670609174,frozenset({25642})
238,0.001507990670862995,frozenset({47889})
239,0.0009888412423006315,frozenset({48935})
240,0.00039659408113661685,frozenset({9432})
241,0.0003234963485349659,frozenset({49145})
242,0.030270237651615583,frozenset({49671})
243,0.01238773276962021,frozenset({28193})
244,0.0030722821485383253,frozenset({35881})
245,0.0023543690981357277,frozenset({12380})
246,0.00288627174813072,frozenset({40055})
247,0.0017733198874979237,frozenset({32734})
248,0.0010389209654872943,frozenset({32975})
249,0.0010218129855166951,frozenset({5696})
250,0.000865974840693601,frozenset({46303})
251,0.00036859920482109097,frozenset({1445})
252,0.00030794363947078484,frozenset({8588})
253,0.002752207395997479,frozenset({14711})
254,0.0010933554472119281,frozenset({28407})
255,0.0008625532446994812,frozenset({16970})
256,0.00023297958178143219,frozenset({24528})
257,0.00020311838037820456,frozenset({37972})
258,0.004285082401363164,frozenset({35555})
259,0.00048213398098961266,frozenset({43713})
260,0.027880408376813524,frozenset({28198})
261,0.016155843121689994,frozenset({48668})
262,0.00039068405169222806,frozenset({8381})
263,0.005418563837960679,frozenset({42442})
264,0.003770287731338771,frozenset({10066})
265,0.00026968397517289946,frozenset({34860})
266,0.012900350060375617,frozenset({27339})
267,0.0008905481210150072,frozenset({27350})
268,0.010547225178965024,frozenset({32994})
269,0.0010494968076509375,frozenset({19883})
270,0.0013776589689051576,frozenset({21549})
271,0.0012249313658948997,frozenset({33999})
272,0.00047622395154522387,frozenset({21945})
273,0.00023111325669373045,frozenset({20911})
274,0.0002261363897931925,frozenset({37859})
275,0.003789884144759639,frozenset({20951})
276,0.001705821130159378,frozenset({13962})
277,0.0010401651822124288,frozenset({27351})
278,0.000525370512188036,frozenset({2239})
279,0.006288582383010967,frozenset({16345})
280,0.0189170710889447,frozenset({5074})
281,0.0017195075141358573,frozenset({26167})
282,0.0011645868547258773,frozenset({4775})
283,0.0009770211834118539,frozenset({48172})
284,0.0005642522848484887,frozenset({41594})
285,0.0004270773909024117,frozenset({4444})
286,0.00039503881023019875,frozenset({11979})
287,0.00034620330376867027,frozenset({22278})
288,0.0003210079150846969,frozenset({34513})
289,0.00022395901052420716,frozenset({21063})
290,0.04446550626867492,frozenset({16793})
291,0.031124081379239124,frozenset({39267})
292,0.0019935462478467276,frozenset({46031})
293,0.0016137490924994261,frozenset({29217})
294,0.006100083549153093,frozenset({17596})
295,0.002716125110968579,frozenset({36922})
296,0.002637428403103823,frozenset({14125})
297,0.0016725383327620305,frozenset({12140})
298,0.0014221397168287155,frozenset({22294})
299,0.001100820747562735,frozenset({6138})
300,0.004576229115044633,frozenset({19673})
301,0.0015988184917978122,frozenset({39268})
302,0.01131148530237888,frozenset({4796})
303,0.003710876382713599,frozenset({1024})
304,0.0013481088216832136,frozenset({396})
305,0.0012541704589355601,frozenset({34987})
306,0.0011592989336440557,frozenset({17179})
307,0.0007633269608700061,frozenset({275})
308,0.0002143163309044149,frozenset({37780})
309,0.002015942148899148,frozenset({44505})
310,0.0007838565368347251,frozenset({32618})
311,0.0007020492871571328,frozenset({3593})
312,0.0006441932094383792,frozenset({4490})
313,0.00026252972900337617,frozenset({30268})
314,0.007492051010397297,frozenset({39400})
315,0.0030203361002639605,frozenset({18959})
316,0.027293760190912616,frozenset({5873})
317,0.026207870044051493,frozenset({40698})
318,0.02265905288978666,frozenset({37639})
319,0.005241262954629015,frozenset({34442})
320,0.0021627597224650173,frozenset({14463})
321,0.0016666283033176417,frozenset({36599})
322,0.0013845021608933975,frozenset({38819})
323,0.0012949185566837145,frozenset({38639})
324,0.0005658075557549067,frozenset({46184})
325,0.0003290953237980711,frozenset({32436})
326,0.0007415531681801526,frozenset({11117})
327,0.00040965835675052894,frozenset({32965})
328,0.00023795644868197013,frozenset({33998})
329,0.025006267741752866,frozenset({30385})
330,0.012559123623507484,frozenset({11516})
331,0.011094369483842913,frozenset({42728})
332,0.005998990940235916,frozenset({26935})
333,0.005053386229133708,frozenset({17868})
334,0.0049186997686379,frozenset({32728})
335,0.004603601882997591,frozenset({40701})
336,0.0036838146689419245,frozenset({18230})
337,0.003650531871544577,frozenset({45114})
338,0.0032414956231566153,frozenset({32171})
339,0.0030234466420767966,frozenset({6737})
340,0.0016084611714176046,frozenset({8667})
341,0.0006547690516020224,frozenset({24381})
342,0.00048057871008319456,frozenset({8247})
343,0.03414690591295336,frozenset({24960})
344,0.017402237226093464,frozenset({9072})
345,0.005483574161848956,frozenset({7018})
346,0.0008370468018342243,frozenset({1375})
347,0.0007424863307240035,frozenset({21906})
348,0.023380387536183378,frozenset({19053})
349,0.011728608959480216,frozenset({43114})
350,0.002351880664685459,frozenset({48846})
351,0.0004631596759313118,frozenset({47220})
352,0.019206351477538467,frozenset({26599})
353,0.006220461517309854,frozenset({23371})
354,0.004149462778323505,frozenset({2824})
355,0.0088289618815543,frozenset({22959})
356,0.0068422588256958124,frozenset({889})
357,0.00676387317201234,frozenset({38769})
358,0.006661536346370029,frozenset({44901})
359,0.004444653196361661,frozenset({13245})
360,0.004014465263646414,frozenset({22391})
361,0.003472919934031629,frozenset({48617})
362,0.002589837113367429,frozenset({780})
363,0.0011617873670943246,frozenset({9930})
364,0.0008566432152550924,frozenset({2297})
365,0.0005583422554040999,frozenset({17119})
366,0.004117735251832576,frozenset({38920})
367,0.0026246751816711945,frozenset({20936})
368,0.002512073568046524,frozenset({29121})
369,0.001953731312642424,frozenset({10469})
370,0.0014165407415656103,frozenset({15537})
371,0.0013468646049580792,frozenset({13038})
372,0.0012902527439644601,frozenset({17203})
373,0.0006787202235608612,frozenset({22503})
374,0.04374261635137178,frozenset({26204})
375,0.013238777009612197,frozenset({20110})
376,0.004895992813404196,frozenset({37758})
377,0.004574673844138215,frozenset({10013})
378,0.002636806294741256,frozenset({43386})
379,0.007026713955197,frozenset({6043})
380,0.0032396292980689132,frozenset({13729})
381,0.0010796690632354487,frozenset({12504})
382,0.0009664453412482107,frozenset({286})
383,0.0006015787866025231,frozenset({41666})
384,0.0005776276146436843,frozenset({25881})
385,0.00039877146040560223,frozenset({34634})
386,0.00037108763827135995,frozenset({34848})
387,0.0034209738857572643,frozenset({15420})
388,0.0009085892635294572,frozenset({9288})
389,0.0005542985510474127,frozenset({18984})
390,0.007230143389756488,frozenset({1939})
391,0.0007088924791453724,frozenset({25166})
392,0.00046284862175002817,frozenset({19151})
393,0.011093125267117778,frozenset({38681})
394,0.0013481088216832136,frozenset({3396})
395,0.0013070496697537757,frozenset({21951})
396,0.0009381394107514012,frozenset({45359})
397,0.004884483808696702,frozenset({46643})
398,0.004311522006772272,frozenset({11418})
399,0.0023512585563228916,frozenset({46216})
400,0.0015972632208913942,frozenset({5435})
401,0.0013322450584377491,frozenset({47982})
402,0.000623041525111093,frozenset({25665})
403,0.00038197453461628666,frozenset({27508})
404,0.011256117658110396,frozenset({9383})
405,0.007111942800868712,frozenset({21284})
406,0.002165248155915286,frozenset({31799})
407,0.0007381315721860328,frozenset({43730})
408,0.0005875813484447602,frozenset({17920})
409,0.015621452038244733,frozenset({12337})
410,0.0035556603462530726,frozenset({11136})
411,0.00273509941602688,frozenset({43866})
412,0.0013449982798703776,frozenset({28676})
413,0.00046844759701313336,frozenset({42337})
414,0.0004519617254051014,frozenset({23056})
415,0.0004463627501419962,frozenset({36335})
416,0.00040188200221843843,frozenset({8182})
417,0.0003178973732718607,frozenset({47038})
418,0.0029291972251478597,frozenset({43999})
419,0.0013689494518292163,frozenset({11477})
420,0.0007950544873609355,frozenset({35818})
421,0.00027372767952958655,frozenset({11063})
422,0.007505737394373776,frozenset({31547})
423,0.0021770682148040637,frozenset({41536})
424,0.0010849569843172703,frozenset({12019})
425,0.003965629757184885,frozenset({4469})
426,0.0030274903464334838,frozenset({39100})
427,0.0012348850996959757,frozenset({5511})
428,0.0008858823082957528,frozenset({20584})
429,0.0006423268843506775,frozenset({47468})
430,0.002786112301757394,frozenset({11755})
431,0.0009064118842604718,frozenset({24121})
432,0.009112643294884962,frozenset({26364})
433,0.0038542723602853486,frozenset({12452})
434,0.002742564716377687,frozenset({15388})
435,0.0021036594280211293,frozenset({17898})
436,0.0020140758238114463,frozenset({11132})
437,0.0019145384858006876,frozenset({45672})
438,0.0014212065542848647,frozenset({27242})
439,0.0013617952056596931,frozenset({7711})
440,0.000659123810139993,frozenset({14536})
441,0.02265376496870484,frozenset({21612})
442,0.0035932979021883905,frozenset({25134})
443,0.0023938729791587476,frozenset({45637})
444,0.0018868546636664455,frozenset({5956})
445,0.0017114201054224832,frozenset({2360})
446,0.0012681678970933232,frozenset({43880})
447,0.000256930753740271,frozenset({10911})
448,0.00023515696105041753,frozenset({25191})
449,0.002705549268804936,frozenset({38988})
450,0.0010939775555744954,frozenset({14155})
451,0.001057273162183028,frozenset({39836})
452,0.0005353242459891119,frozenset({33351})
453,0.026445826492733464,frozenset({8273})
454,0.01719507514135857,frozenset({24180})
455,0.012189591256142543,frozenset({15286})
456,0.007919128401299708,frozenset({2294})
457,0.005649054986291842,frozenset({43146})
458,0.0052331755459156405,frozenset({39611})
459,0.005171586818021484,frozenset({31034})
460,0.00422629316110056,frozenset({36543})
461,0.0034421255700845506,frozenset({38265})
462,0.0022324358590725484,frozenset({23229})
463,0.0022028857118506044,frozenset({38936})
464,0.0018429960241054548,frozenset({48046})
465,0.00164672083571549,frozenset({5117})
466,0.0012037796815676136,frozenset({2978})
467,0.00026781765008519775,frozenset({18075})
468,0.0035401076371888913,frozenset({21569})
469,0.0028399246751194605,frozenset({32397})
470,0.00227722766117739,frozenset({32449})
471,0.0007269336216598224,frozenset({12895})
472,0.01108379364167927,frozenset({4207})
473,0.0007238230798469862,frozenset({4374})
474,0.0003113652354649047,frozenset({13623})
475,0.00024697701993919516,frozenset({39453})
476,0.00020467365128462266,frozenset({13106})
477,0.0002037404887407718,frozenset({11252})
478,0.0067001070648491975,frozenset({23730})
479,0.0019779935387825463,frozenset({10757})
480,0.00024044488213223909,frozenset({42110})
481,0.015596567703742044,frozenset({39920})
482,0.006928731888092659,frozenset({44674})
483,0.002537580010911781,frozenset({10381})
484,0.0016961784505395857,frozenset({43006})
485,0.0011126408064515126,frozenset({15036})
486,0.00021524949344826577,frozenset({46384})
487,0.003962208161190765,frozenset({3375})
488,0.0038041926370986855,frozenset({4418})
489,0.001923248002876629,frozenset({20516})
490,0.0007054708831512526,frozenset({35411})
491,0.0002892803885937676,frozenset({39461})
492,0.0038306322425077934,frozenset({39553})
493,0.0036147606406969606,frozenset({35497})
494,0.0024962098048010592,frozenset({13288})
495,0.0017061321843406616,frozenset({4942})
496,0.0007452858183555561,frozenset({10056})
497,0.0005592754179479507,frozenset({2123})
498,0.0005340800292639773,frozenset({40579})
499,0.0004973756358725101,frozenset({37927})
500,0.0004737355180949549,frozenset({11570})
501,0.014162296873843266,frozenset({28836})
502,0.008707028642491121,frozenset({1462})
503,0.006141764809445098,frozenset({13980})
504,0.0010694042752530891,frozenset({11189})
505,0.0007555506063379155,frozenset({34417})
506,0.0006012677324212395,frozenset({42292})
507,0.0004118357360195143,frozenset({34059})
508,0.003868580852624395,frozenset({19687})
509,0.0019888804351274733,frozenset({42232})
510,0.0005583422554040999,frozenset({34057})
511,0.00022395901052420716,frozenset({21345})
512,0.00020031889274665197,frozenset({20213})
513,0.00425895385013534,frozenset({17702})
514,0.0024109809591293468,frozenset({32560})
515,0.0010519852411012063,frozenset({22946})
516,0.00047871238499549285,frozenset({23111})
517,0.0002923909304066038,frozenset({37627})
518,0.00349531583508405,frozenset({39939})
519,0.0015723788863887045,frozenset({6125})
520,0.001126949298790559,frozenset({40330})
521,0.000884015983208051,frozenset({49268})
522,0.0007306662718352259,frozenset({2706})
523,0.0005129283449366911,frozenset({46870})
524,0.00023733434031940288,frozenset({38762})
525,0.017223381071855382,frozenset({43952})
526,0.007164822011686928,frozenset({18519})
527,0.0051432808875246745,frozenset({38392})
528,0.0036113390447028407,frozenset({35622})
529,0.0030735263652634597,frozenset({15645})
530,0.003031534050790171,frozenset({49120})
531,0.0027494079083659265,frozenset({27684})
532,0.002544112148718737,frozenset({7481})
533,0.0021036594280211293,frozenset({9362})
534,0.0015957079499849761,frozenset({19507})
535,0.0009760880208680029,frozenset({2066})
536,0.00036548866300825476,frozenset({26247})
537,0.0006777870610170104,frozenset({20596})
538,0.0042294037029133955,frozenset({44440})
539,0.0025350915774615115,frozenset({33037})
540,0.0017070653468845124,frozenset({12793})
541,0.0012734558181751445,frozenset({44294})
542,0.0010190134978851427,frozenset({6215})
543,0.0006578795934148586,frozenset({5822})
544,0.0004255221199959936,frozenset({48773})
545,0.005331468667201265,frozenset({45624})
546,0.00475975108200197,frozenset({5643})
547,0.004070455016277465,frozenset({18284})
548,0.002501808780064164,frozenset({4790})
549,0.002076597714249454,frozenset({39113})
550,0.001946266012291617,frozenset({44366})
551,0.001880633580040773,frozenset({14328})
552,0.0014728415483779458,frozenset({44107})
553,0.0011372140867729186,frozenset({25226})
554,0.0006762317901105922,frozenset({1373})
555,0.0003633112837392694,frozenset({48374})
556,0.000297989905669709,frozenset({1391})
557,0.00024106699049480633,frozenset({35698})
558,0.01250811073777697,frozenset({29481})
559,0.0032607809823961996,frozenset({27318})
560,0.0027954439271959024,frozenset({39573})
561,0.000843889993822464,frozenset({4963})
562,0.0008084298171561311,frozenset({33665})
563,0.0007508847936186613,frozenset({47215})
564,0.000687118686455519,frozenset({13190})
565,0.0004986198525976446,frozenset({42669})
566,0.0003633112837392694,frozenset({39612})
567,0.00030327782675153053,frozenset({28448})
568,0.014478327922027426,frozenset({35215})
569,0.009302075291286687,frozenset({17944})
570,0.0032757115830978137,frozenset({16517})
571,0.01856246932228137,frozenset({22031})
572,0.005786229880237919,frozenset({37151})
573,0.002339749551615398,frozenset({9333})
574,0.0016252580972069201,frozenset({48276})
575,0.0014862168781731415,frozenset({12391})
576,0.0007683038277705441,frozenset({10117})
577,0.0003779308302595996,frozenset({10845})
578,0.0003499359539440737,frozenset({37623})
579,0.00030669942274565035,frozenset({48453})
580,0.0003026557183889633,frozenset({20375})
581,0.005989970368978691,frozenset({28459})
582,0.004221316294200021,frozenset({19015})
583,0.002531047873104825,frozenset({12272})
584,0.0025204720309411816,frozenset({36765})
585,0.002262297060475776,frozenset({30943})
586,0.0019291580323210179,frozenset({4003})
587,0.0015913531914470054,frozenset({30844})
588,0.0014255613128228354,frozenset({34559})
589,0.000752751118706363,frozenset({33178})
590,0.0005648743932110559,frozenset({37453})
591,0.0005592754179479507,frozenset({28509})
592,0.0004951982566035247,frozenset({4363})
593,0.0004653370552002971,frozenset({33433})
594,0.0004270773909024117,frozenset({2274})
595,0.0003147868314590245,frozenset({41965})
596,0.0037883288738532208,frozenset({46574})
597,0.0025260710062042866,frozenset({38192})
598,0.0015132785919448166,frozenset({8021})
599,0.0010989544224750333,frozenset({35170})
600,0.0006538358890581714,frozenset({12153})
601,0.0024112920133106306,frozenset({1407})
602,0.002161204451558599,frozenset({37817})
603,0.001049807861832221,frozenset({16566})
604,0.0010264787982359495,frozenset({9134})
605,0.00048244503517089627,frozenset({44917})
606,0.00029425725549430553,frozenset({3560})
607,0.02226650251300673,frozenset({27099})
608,0.007353942953907369,frozenset({24826})
609,0.003776508814964443,frozenset({44561})
610,0.0011471678205739945,frozenset({19442})
611,0.0008672190574187356,frozenset({38993})
612,0.0006588127559587094,frozenset({44616})
613,0.0006217973083859585,frozenset({26405})
614,0.0004438743166917273,frozenset({37455})
615,0.0018445512950118728,frozenset({1694})
616,0.0011732963718018186,frozenset({5791})
617,0.0008423347229160458,frozenset({40378})
618,0.003780241465139847,frozenset({22120})
619,0.0036343570541178287,frozenset({28739})
620,0.005016992889923524,frozenset({26785})
621,0.00345581195406103,frozenset({1193})
622,0.00308472431578967,frozenset({11708})
623,0.001014658739347172,frozenset({27418})
624,0.0008401573436470605,frozenset({42435})
625,0.010757186751331468,frozenset({47133})
626,0.002350947502141608,frozenset({14164})
627,0.002184844569336154,frozenset({31556})
628,0.0018915204763856998,frozenset({18015})
629,0.0016837362832882409,frozenset({27503})
630,0.0012905637981457437,frozenset({27283})
631,0.0010930443930306445,frozenset({22616})
632,0.0005994014073335378,frozenset({34086})
633,0.0005017303944104808,frozenset({30952})
634,0.0004370311247034876,frozenset({19832})
635,0.00027621611297985553,frozenset({12941})
636,0.00026812870426648136,frozenset({46157})
637,0.0002482212366643296,frozenset({23007})
638,0.00022364795634292355,frozenset({49494})
639,0.0002227147937990727,frozenset({38811})
640,0.006231348413654781,frozenset({16949})
641,0.003430616565377057,frozenset({35529})
642,0.0008317588807524027,frozenset({31571})
643,0.00048088976426447817,frozenset({11509})
644,0.00047435762645752215,frozenset({47772})
645,0.004055835469757135,frozenset({7747})
646,0.001256036784023262,frozenset({21843})
647,0.0005468332506966059,frozenset({14868})
648,0.00040934730256924533,frozenset({42375})
649,0.00036704393391467287,frozenset({42067})
650,0.00031074312710233743,frozenset({13704})
651,0.006449708448915883,frozenset({26160})
652,0.006242546364180992,frozenset({40302})
653,0.001910183727262717,frozenset({49467})
654,0.001144990441305009,frozenset({33645})
655,0.0008827717664829166,frozenset({31549})
656,0.0008348694225652389,frozenset({8191})
657,0.0006473037512512154,frozenset({19072})
658,0.0005291031623634395,frozenset({35865})
659,0.0045028203282616985,frozenset({6870})
660,0.00025599759119642016,frozenset({26211})
661,0.003171197378186517,frozenset({20570})
662,0.00039223932259864616,frozenset({15425})
663,0.009117931215966784,frozenset({8189})
664,0.00407512082899672,frozenset({19702})
665,0.0006314399880057508,frozenset({27166})
666,0.0038698250693495295,frozenset({5779})
667,0.003494382672540199,frozenset({24950})
668,0.0026386726198289576,frozenset({31760})
669,0.0010731369254284927,frozenset({1262})
670,0.0010653605708964022,frozenset({23759})
671,0.0003421595994119832,frozenset({1687})
672,0.0038645371482677084,frozenset({40324})
673,0.0007054708831512526,frozenset({23951})
674,0.0005841597524506403,frozenset({22916})
675,0.0003278511070729366,frozenset({34997})
676,0.00539119107000772,frozenset({42334})
677,0.00898448897219611,frozenset({14943})
678,0.006433844685670418,frozenset({44978})
